x1,x2,x3,dates,target_dates,target_sunspots
-19.770170805966334,113.2398144710354,70.93955028420909,1752-01-31,1762-11-30,77.8
-29.403522472938924,112.74208897445413,66.55379985074929,1752-02-29,1762-12-31,77.2
-17.90682794179834,112.77578139559326,69.12606671908172,1752-03-31,1763-01-31,56.5
-2.444026972553534,117.23982498921326,55.71468155878896,1752-04-30,1763-02-28,31.9
13.269529643658293,114.68941685390303,72.0740093875944,1752-05-31,1763-03-31,34.2
11.451428601816037,113.51862932693611,77.7647205874698,1752-06-30,1763-04-30,32.9
26.955100777724226,115.45836512051464,73.53104162570874,1752-07-31,1763-05-31,32.7
19.709013483845073,116.45086713325735,69.84550958910509,1752-08-31,1763-06-30,35.8
-1.768579265480973,114.2985017888534,69.33152590405933,1752-09-30,1763-07-31,54.2
-16.957121963712098,115.13615691776837,58.304543969733714,1752-10-31,1763-08-31,26.5
-16.98871703825899,102.30837409470645,112.06407595215425,1752-11-30,1763-09-30,68.1
-21.073774063866917,111.53688535954572,73.45919688225854,1752-12-31,1763-10-31,46.3
-26.22172493068996,112.72215228352201,61.5022720879137,1753-01-31,1763-11-30,60.9
-41.05153983193326,113.0210008724955,53.23868903410109,1753-02-28,1763-12-31,61.4
-29.080926080656585,111.69346750955245,64.13085401488206,1753-03-31,1764-01-31,59.7
-29.04711540654343,110.97948464720108,67.6159566430869,1753-04-30,1764-02-29,59.7
-31.771482855451715,110.00751970176272,70.91831783954726,1753-05-31,1764-03-31,40.2
-42.31220109720372,108.8983551231708,70.10793386098263,1753-06-30,1764-04-30,34.4
-39.6163132006959,107.91604069920153,79.58621384928807,1753-07-31,1764-05-31,44.3
-53.88239719394621,106.35815602611062,76.72099867194343,1753-08-31,1764-06-30,30.0
-64.69540559000741,110.82154296851229,51.440590638293784,1753-09-30,1764-07-31,30.0
-68.25747268125637,113.58446937903679,39.814244739778644,1753-10-31,1764-08-31,30.0
