x1,x2,x3,dates,target_dates,target_sunspots
-1.706433620793633,-123.82803791196721,34.815355919880076,1973-08-31,1984-01-31,
-0.27970345385593887,-122.20449794986233,25.75919484852297,1973-09-30,1984-02-29,
-7.668082063432918,-121.15121368602087,19.252949359614046,1973-10-31,1984-03-31,
-21.711084883056778,-124.82568168086472,29.06637646360511,1973-11-30,1984-04-30,
-28.85716921306413,-126.46174187190341,35.60343401296475,1973-12-31,1984-05-31,
-37.0797196721138,-127.13708293942885,29.531430597659245,1974-01-31,1984-06-30,
-33.425238784976365,-127.7240242044764,35.57774943463535,1974-02-28,1984-07-31,
-40.08392978090818,-124.99137609434827,22.37169943531281,1974-03-31,1984-08-31,
-44.015995811800806,-125.09827507729288,19.193863675368426,1974-04-30,1984-09-30,
-42.14897637266107,-123.30292830425314,12.316930754350775,1974-05-31,1984-10-31,
-37.456586174231724,-121.78984125722165,7.867290150427481,1974-06-30,1984-11-30,
-29.638721366472588,-123.09008320434882,12.544932416988711,1974-07-31,1984-12-31,
-29.163494444843415,-119.93864091427247,0.5790850479237826,1974-08-31,1985-01-31,
-18.904818642873412,-116.61189580806504,-8.32300954898525,1974-09-30,1985-02-28,
-20.043012593614865,-115.47706747854356,-15.067129793830299,1974-10-31,1985-03-31,
-30.625931663868922,-116.52205016529808,-15.708502597357302,1974-11-30,1985-04-30,
-37.09793144807046,-121.32347948392795,2.556798607940557,1974-12-31,1985-05-31,
-47.51234372821621,-120.82929725311604,-5.722276419631178,1975-01-31,1985-06-30,
-61.73518232851879,-127.18948511455412,15.177268541743581,1975-02-28,1985-07-31,
-72.3475032956485,-127.65732189133973,13.995053724437305,1975-03-31,1985-08-31,
-81.06421765820525,-128.49861147231573,17.03991410484165,1975-04-30,1985-09-30,
-95.99528317896565,-131.26268155464246,21.264645395083626,1975-05-31,1985-10-31,
-102.51515252890715,-132.6302774650009,23.75112292244586,1975-06-30,1985-11-30,
-97.51754302517348,-128.3456897628728,6.828505125658001,1975-07-31,1985-12-31,
-93.10946095667033,-126.15134349995391,-3.3080144584060243,1975-08-31,1986-01-31,
-86.18164605780164,-127.19177050788142,6.612725368653871,1975-09-30,1986-02-28,
-93.39213793007096,-124.83879724468903,-6.628672134018527,1975-10-31,1986-03-31,
-99.70761430820788,-120.8511197493057,-26.249177181877833,1975-11-30,1986-04-30,
-102.38808895040637,-121.85624037906098,-22.708761991228727,1975-12-31,1986-05-31,
-104.66453340957295,-123.50849486240185,-19.971028536021965,1976-01-31,1986-06-30,
-117.29903963358136,-124.85936998352898,-18.98200438159249,1976-02-29,1986-07-31,
-121.31148972492345,-124.7544842374668,-22.423891973538815,1976-03-31,1986-08-31,
-115.97680899474031,-127.51322547112467,-8.917626172912913,1976-04-30,1986-09-30,
-115.22707099066945,-124.8760435727697,-19.061909063036943,1976-05-31,1986-10-31,
-118.5179252694075,-124.42614746069417,-22.2095545615364,1976-06-30,1986-11-30,
-116.2194420209098,-124.74160175913295,-16.786965459939946,1976-07-31,1986-12-31,
-114.73234255557229,-122.71587391079106,-25.851730804133542,1976-08-31,1987-01-31,
-116.17084632245282,-128.02760737290657,-6.029230306389483,1976-09-30,1987-02-28,
-116.99251975283948,-123.61288958892028,-24.45917393238368,1976-10-31,1987-03-31,
-124.59287675436742,-121.4904471126386,-36.44236775393104,1976-11-30,1987-04-30,
-127.41065879465567,-120.6116401178977,-42.22196388120527,1976-12-31,1987-05-31,
-125.68597611103591,-121.73810162897695,-41.40150768290396,1977-01-31,1987-06-30,
-119.86154771929804,-119.47633361957708,-49.68425597695377,1977-02-28,1987-07-31,
-118.81482123820906,-119.4810875537456,-47.866370990014715,1977-03-31,1987-08-31,
-120.49128525446287,-121.98743560805016,-39.01319677020388,1977-04-30,1987-09-30,
-121.7913626415112,-122.02350432402021,-39.69119618186717,1977-05-31,1987-10-31,
-107.8369237062182,-119.28425805446814,-46.8802227852267,1977-06-30,1987-11-30,
-103.01539834739268,-123.20132837373205,-28.895812049427086,1977-07-31,1987-12-31,
-93.28247576794686,-119.94752969692823,-37.24207428710086,1977-08-31,1988-01-31,
-89.49409154227811,-116.83433612332888,-51.83909441422416,1977-09-30,1988-02-29,
-73.84584349385246,-115.23967298171554,-53.497988469156326,1977-10-31,1988-03-31,
-71.9081826173723,-112.07983468015092,-64.9401057261523,1977-11-30,1988-04-30,
-63.627203024393275,-109.3878886342523,-73.27502109027306,1977-12-31,1988-05-31,
-56.02451246830434,-108.78836487791371,-77.78305720866874,1978-01-31,1988-06-30,
-23.82205305066204,-101.91484475820117,-96.88938015239655,1978-02-28,1988-07-31,
-4.326675945566967,-100.20785175783519,-97.41689390406344,1978-03-31,1988-08-31,
21.52384452046188,-94.54304908042205,-113.33576526463857,1978-04-30,1988-09-30,
37.2886194919003,-92.52635805487547,-116.25586822781929,1978-05-31,1988-10-31,
67.96421148092035,-89.64638532401203,-116.2843750208823,1978-06-30,1988-11-30,
70.85254582933749,-90.96610269463102,-110.10230889792328,1978-07-31,1988-12-31,
75.96008947900201,-95.50755256383705,-86.12706769131864,1978-08-31,1989-01-31,
100.05813761716789,-87.18084575516716,-113.74359579286603,1978-09-30,1989-02-28,
124.21928757635659,-83.35248522020363,-121.83902089884647,1978-10-31,1989-03-31,
125.27952393422305,-82.25834207777265,-128.40269618141753,1978-11-30,1989-04-30,
144.6406766717573,-79.6018877026733,-131.07685781270945,1978-12-31,1989-05-31,
180.30265684234914,-75.14626502972737,-143.0394444838769,1979-01-31,1989-06-30,
221.6174452389979,-71.5010480565921,-140.65380337337814,1979-02-28,1989-07-31,
242.91472449219057,-69.85072052082951,-141.04158333726446,1979-03-31,1989-08-31,
234.17725653859983,-73.36201812212657,-125.8877418200862,1979-04-30,1989-09-30,
237.32147004996304,-72.12830843425643,-130.26353370995275,1979-05-31,1989-10-31,
264.08201970889155,-71.73208722926852,-120.24053850393501,1979-06-30,1989-11-30,
272.9869020932611,-65.65990049990414,-145.35226783855018,1979-07-31,1989-12-31,
270.46774560984255,-68.83148969897645,-133.9785977853452,1979-08-31,1990-01-31,
317.66047990505535,-66.37172857548471,-124.1128829718807,1979-09-30,1990-02-28,
338.35083698091336,-63.50418609051333,-130.95247223663478,1979-10-31,1990-03-31,
360.81657915320505,-55.20089462495758,-159.4082045481698,1979-11-30,1990-04-30,
386.34726863540436,-56.80103688464299,-140.8178440976542,1979-12-31,1990-05-31,
402.27729668862605,-59.830802280643724,-122.19079866874446,1980-01-31,1990-06-30,
401.6246425817203,-65.61812254439349,-95.88197094100894,1980-02-29,1990-07-31,
386.786962467811,-65.40155387601547,-99.56217189729884,1980-03-31,1990-08-31,
377.0854624614245,-68.88017204457392,-89.3791933828603,1980-04-30,1990-09-30,
386.16179716756653,-67.88045301386897,-91.0187625644736,1980-05-31,1990-10-31,
390.2829339583448,-72.72643329432115,-68.62956093095663,1980-06-30,1990-11-30,
373.3141408932961,-70.55058887563594,-83.37049053268443,1980-07-31,1990-12-31,
356.7465899439087,-73.02257100336955,-79.72365812004,1980-08-31,1991-01-31,
386.1621853598744,-82.85889704413653,-21.047008595232956,1980-09-30,1991-02-28,
396.963472834099,-79.91350000429138,-30.52224368398085,1980-10-31,1991-03-31,
385.608190537195,-76.0649037627248,-51.99248104225466,1980-11-30,1991-04-30,
391.54206989453223,-79.56967240167712,-35.97025133768762,1980-12-31,1991-05-31,
377.5267889047685,-89.29818621580961,-0.7910284910454274,1981-01-31,1991-06-30,
375.00732075175125,-93.28457257851724,12.150008388521789,1981-02-28,1991-07-31,
362.27441659101055,-91.85840449650287,1.849954257425388,1981-03-31,1991-08-31,
371.6546903269368,-91.54138659983882,1.9544050603168956,1981-04-30,1991-09-30,
367.29792142746436,-94.25177390735806,15.730419666153814,1981-05-31,1991-10-31,
338.94287113436815,-102.2316730738396,40.66035458647296,1981-06-30,1991-11-30,
325.2163573863419,-99.75638474569297,24.210903127555824,1981-07-31,1991-12-31,
338.0070121054747,-93.62153698565858,1.3897385818019947,1981-08-31,1992-01-31,
373.6308706908843,-106.91293066383342,69.2281702143137,1981-09-30,1992-02-29,
384.19004823344983,-102.91200001136822,56.16384023361781,1981-10-31,1992-03-31,
370.19439924266953,-99.23108796245963,35.639354283831096,1981-11-30,1992-04-30,
384.71388473185976,-101.63312681997283,51.245796633735424,1981-12-31,1992-05-31,
368.02586838543476,-108.99478650452316,69.49390924128866,1982-01-31,1992-06-30,
380.8408742460233,-102.88520002624621,49.71257522134932,1982-02-28,1992-07-31,
372.9699978475661,-100.32673634263281,33.65067725401816,1982-03-31,1992-08-31,
368.5179275984665,-100.58247661428312,38.287377149845,1982-04-30,1992-09-30,
331.87630583156243,-112.82908224276005,77.39902191545856,1982-05-31,1992-10-31,
305.0601937384391,-115.32331164341113,75.23529195037209,1982-06-30,1992-11-30,
300.6720274408923,-117.66099690337876,84.89834017006325,1982-07-31,1992-12-31,
300.1437307080784,-115.78224311887782,78.55704681010687,1982-08-31,1993-01-31,
294.0244205853789,-126.16838662443502,118.81887765242195,1982-09-30,1993-02-28,
272.8542769588371,-129.24400299224146,124.1752381468465,1982-10-31,1993-03-31,
254.2042205396212,-127.89551857220046,109.30608466987195,1982-11-30,1993-04-30,
274.4644246909219,-127.19597346192401,115.58208490383598,1982-12-31,1993-05-31,
241.29793655797098,-121.43146154634486,70.92488007659473,1983-01-31,1993-06-30,
233.9374738437386,-128.32973120067558,104.22682330357256,1983-02-28,1993-07-31,
205.57320430349458,-127.1713602855866,90.47998122788563,1983-03-31,1993-08-31,
189.79858069043007,-136.2510903653699,120.73115676254011,1983-04-30,1993-09-30,
180.02085060687736,-134.14420004948667,102.5336089570229,1983-05-31,1993-10-31,
176.52718546319457,-127.30263538462523,71.68639985816,1983-06-30,1993-11-30,
169.9772778380346,-130.0870819547197,83.75773279292645,1983-07-31,1993-12-31,
166.1290086746175,-132.1511814463589,92.34455599340147,1983-08-31,1994-01-31,
164.33487939896352,-137.88932623713364,118.20814809496875,1983-09-30,1994-02-28,
148.5368919439974,-140.4327839058319,122.3932803125524,1983-10-31,1994-03-31,
120.59775471914745,-139.54172615218613,109.39221445845016,1983-11-30,1994-04-30,
105.79290426162058,-148.79232016103882,144.73488188812547,1983-12-31,1994-05-31,
