x1,x2,x3,dates,target_dates,target_sunspots
-19.839840650167716,112.89245374128411,71.70203217649515,1752-01-31,1762-07-31,33.8
-29.473762812930552,112.42842556390943,67.31219076392814,1752-02-29,1762-08-31,67.7
-17.977156553861626,112.45191540487006,69.88266047202536,1752-03-31,1762-09-30,68.5
-2.5173005851458843,117.02241071166897,56.50014833852053,1752-04-30,1762-10-31,69.3
13.199536156924868,114.33701812681852,72.84823487922519,1752-05-31,1762-11-30,77.8
11.381001930771658,113.15540208630858,78.5180938143064,1752-06-30,1762-12-31,77.2
26.885114444014576,115.09789046051179,74.3101688134919,1752-07-31,1763-01-31,56.5
19.636073221350944,116.16857266421287,70.61057537925583,1752-08-31,1763-02-28,31.9
-1.8408481666556038,114.0128807240332,70.08262197942531,1752-09-30,1763-03-31,34.2
-17.029395330639918,114.89779769474148,59.074609961204025,1752-10-31,1763-04-30,32.9
-17.04872199714596,101.60832096861206,112.77250032530236,1752-11-30,1763-05-31,32.7
-21.14267322939327,111.16856351554759,74.21139672609031,1752-12-31,1763-06-30,35.8
-26.292198220455766,112.44126067009226,62.26245519705295,1753-01-31,1763-07-31,54.2
-41.12139424287885,112.75768686222766,54.01782544126573,1753-02-28,1763-08-31,26.5
-29.14843644337775,111.33530885311066,64.90696133876257,1753-03-31,1763-09-30,68.1
-29.11498494117417,110.61781108531888,68.37843098177346,1753-04-30,1763-10-31,46.3
-31.838931572468766,109.62468516563757,71.67248945492241,1753-05-31,1763-11-30,60.9
-42.37906373245112,108.51157511581513,70.85801601574549,1753-06-30,1763-12-31,61.4
-39.68253927221954,107.47434672869937,80.32288603202485,1753-07-31,1764-01-31,59.7
-53.94858134571763,105.93722554496878,77.4469531777916,1753-08-31,1764-02-29,59.7
-64.76386490887228,110.5461603915987,52.21349549849855,1753-09-30,1764-03-31,40.2
-68.32822009465296,113.3985277822498,40.60395582626176,1753-10-31,1764-04-30,34.4
-78.1208863149201,112.02819364997416,43.083453974355194,1753-11-30,1764-05-31,44.3
