x1,x2,x3,dates,target_dates,target_sunspots
-19.846490713387652,112.63416889383821,72.27453482699146,1752-01-31,1762-04-30,60.2
-29.480488648930343,112.21108783695304,67.87606565969007,1752-02-29,1762-05-31,39.9
-17.98380205951197,112.22348559517228,70.44563665728482,1752-03-31,1762-06-30,77.1
-2.5242458422146608,116.87211472504242,57.08732184821066,1752-04-30,1762-07-31,33.8
13.192994849905611,114.08607810852503,73.42537172400824,1752-05-31,1762-08-31,67.7
11.374651414706213,112.87640679020903,79.08917581871006,1752-06-30,1762-09-30,68.5
26.87855044866583,114.8146510408775,74.89928921436554,1752-07-31,1762-10-31,69.3
19.62945603009646,115.93272936260864,71.19744177242913,1752-08-31,1762-11-30,77.8
-1.8475456308374119,113.78488012441278,70.65488758824907,1752-09-30,1762-12-31,77.2
-17.036157326496618,114.70167902798721,59.661420756176724,1752-10-31,1763-01-31,56.5
-17.054290316470436,101.10272384767913,113.29239178449942,1752-11-30,1763-02-28,31.9
-21.149199483814378,110.89730216667182,74.77434075784632,1752-12-31,1763-03-31,34.2
-26.298900670735502,112.24564619042971,62.82934447399574,1753-01-31,1763-04-30,32.9
-41.12806073959817,112.57771700170096,54.59871519661331,1753-02-28,1763-05-31,32.7
-29.154896096707827,111.08014813664384,65.48503831203007,1753-03-31,1763-06-30,35.8
-29.121395297629906,110.3593999020935,68.9470857616007,1753-04-30,1763-07-31,54.2
-31.845294073747883,109.3503757761074,72.23493549404039,1753-05-31,1763-08-31,26.5
-42.385358820655576,108.23894200133388,71.4154748073536,1753-06-30,1763-09-30,68.1
-39.688637485406524,107.14385468525961,80.877935797098,1753-07-31,1763-10-31,46.3
-53.95479880585872,105.6323586836607,77.98789816626457,1753-08-31,1763-11-30,60.9
-64.77051514977455,110.36755883390403,52.78431358770403,1753-09-30,1763-12-31,61.4
-68.33513035070479,113.28250274729903,41.19112476249158,1753-10-31,1764-01-31,59.7
-78.12767819998959,111.90208004512256,43.66239173626959,1753-11-30,1764-02-29,59.7
-86.41747041955976,106.37659708020533,64.66007249224019,1753-12-31,1764-03-31,40.2
-101.21214032536344,104.69236003788893,62.65126310694072,1754-01-31,1764-04-30,34.4
-113.57060564252163,105.75558995238383,55.60080938818745,1754-02-28,1764-05-31,44.3
-119.99111424046244,101.51401370764654,72.70403672529804,1754-03-31,1764-06-30,30.0
-128.1156308218145,100.75216236290453,70.64084191209722,1754-04-30,1764-07-31,30.0
-128.94703919989087,100.66912605332008,69.35501945314495,1754-05-31,1764-08-31,30.0
-129.99602419147615,105.58175264685879,46.183591848606405,1754-06-30,1764-09-30,28.2
-120.3239351422585,100.61578229595929,71.29400790380667,1754-07-31,1764-10-31,28.0
-123.39870396632986,106.28215570522187,44.92583041856809,1754-08-31,1764-11-30,26.0
-130.00288436182237,111.86399353168245,20.481047606765124,1754-09-30,1764-12-31,25.7
-120.30661307946477,111.14277764013606,27.823659309687002,1754-10-31,1765-01-31,24.0
-123.80846459615444,110.99133962853887,26.407243720437027,1754-11-30,1765-02-28,26.0
-132.36228558299263,107.39839753873254,37.5874390271516,1754-12-31,1765-03-31,25.0
-140.5532379978049,106.6699838659404,33.67858258852184,1755-01-31,1765-04-30,22.0
-143.53481818447884,105.16106593141998,37.57505250212411,1755-02-28,1765-05-31,20.2
-141.77535339712074,100.45206817942129,57.85212615548172,1755-03-31,1765-06-30,20.0
-143.34086038762848,102.48705758025088,49.53453484709852,1755-04-30,1765-07-31,27.0
-151.35503365019625,101.27117916454122,51.95534040901267,1755-05-31,1765-08-31,29.7
-157.7105790751193,103.9668144390202,39.24040355683899,1755-06-30,1765-09-30,16.0
-158.25373637910624,99.13085353682948,56.55041073365128,1755-07-31,1765-10-31,14.0
-163.23734636291243,105.0224080712069,32.58131105509978,1755-08-31,1765-11-30,14.0
-162.63859633787803,107.46878177442338,20.918909340838336,1755-09-30,1765-12-31,13.0
-150.8967424831867,106.0409201023991,30.127821273529772,1755-10-31,1766-01-31,12.0
-155.0083507171864,108.18009186278177,19.27013456049713,1755-11-30,1766-02-28,11.0
-152.65717424409917,110.28230713401835,9.719889448599922,1755-12-31,1766-03-31,36.6
-149.24148010132606,109.50173115866633,10.155676133754746,1756-01-31,1766-04-30,6.0
-149.62204288978924,110.90426573854933,5.137121590519405,1756-02-29,1766-05-31,26.8
-151.5217490582041,108.36319608970345,14.862883968006825,1756-03-31,1766-06-30,3.0
-153.40605227755066,107.93042941071732,16.97415805831557,1756-04-30,1766-07-31,3.3
-156.3244661616945,107.58769944982593,17.08429241907809,1756-05-31,1766-08-31,4.0
-153.45669452964034,108.0659015348357,16.546611697556664,1756-06-30,1766-09-30,4.3
-159.19371403022404,109.3722189793743,9.416705204933981,1756-07-31,1766-10-31,5.0
-163.0733190853098,107.0812437913356,16.271035979647714,1756-08-31,1766-11-30,5.7
-159.49941100790238,109.28698973153121,9.081134929430549,1756-09-30,1766-12-31,19.2
-151.90913466344787,108.855458449671,14.712739162725917,1756-10-31,1767-01-31,27.4
-155.30447093839635,111.50413368791858,0.772793077624868,1756-11-30,1767-02-28,30.0
-155.83076711534406,114.06437294963392,-9.422862815403224,1756-12-31,1767-03-31,43.0
-156.14931173807668,113.90617099118106,-12.986678411521297,1757-01-31,1767-04-30,32.9
-150.71190071511475,114.3865050249196,-13.59675452287032,1757-02-28,1767-05-31,29.8
-143.5862606809791,116.39969708780738,-20.15137650127439,1757-03-31,1767-06-30,33.3
-133.664082926967,115.91992004413012,-15.336528810337919,1757-04-30,1767-07-31,21.9
-123.35617521875231,117.20288794924389,-18.164567677975406,1757-05-31,1767-08-31,40.8
-124.7817269158898,115.70573073660458,-11.95353830974177,1757-06-30,1767-09-30,42.7
-121.11674222192767,116.7518581777408,-14.426433737841075,1757-07-31,1767-10-31,44.1
-107.33615494272914,120.59405894150734,-26.2951324459906,1757-08-31,1767-11-30,54.7
-94.1474343337545,121.34259495381319,-23.67639267574233,1757-09-30,1767-12-31,53.3
-88.0036360567922,118.72962270949974,-10.54113723349815,1757-10-31,1768-01-31,53.5
-77.3378209970198,124.40892884744022,-32.0411585332444,1757-11-30,1768-02-29,66.1
-77.35882747024219,124.58336958209615,-31.68660628452195,1757-12-31,1768-03-31,46.3
-67.95245741986669,124.23991083488364,-30.83511034000909,1758-01-31,1768-04-30,42.7
-59.28868791113221,125.30451488953007,-31.98053330882509,1758-02-28,1768-05-31,77.7
-56.170824970403295,126.57240397171397,-36.227284816413565,1758-03-31,1768-06-30,77.4
-38.47261583980676,128.9863833778591,-40.62839930269024,1758-04-30,1768-07-31,52.6
-32.74529680069012,129.66361775216683,-39.76409138765829,1758-05-31,1768-08-31,66.8
-43.27309299768926,129.27114928185932,-43.18096303788958,1758-06-30,1768-09-30,74.8
-39.352907292275844,128.29858254910997,-37.121379871889374,1758-07-31,1768-10-31,77.8
-32.91262825153844,127.91164026246975,-30.664067933216213,1758-08-31,1768-11-30,90.6
-27.619890695236393,126.318990337369,-23.575029492616704,1758-09-30,1768-12-31,111.8
-33.42263650973654,124.10276982637973,-16.07497874163853,1758-10-31,1769-01-31,73.9
-33.53988532033777,125.18162116168209,-18.576878950511496,1758-11-30,1769-02-28,64.2
-44.40367533844735,123.55111874558368,-17.895750722779372,1758-12-31,1769-03-31,64.3
-40.02815480151905,123.7009431210273,-20.495282956997137,1759-01-31,1769-04-30,96.7
-34.63062528518245,123.70663467278375,-17.084080071896146,1759-02-28,1769-05-31,73.6
-32.35940503230554,123.651008907286,-15.657717306608232,1759-03-31,1769-06-30,94.4
-29.351930728345856,122.03613360272213,-6.990552722730449,1759-04-30,1769-07-31,118.6
-30.22314935850963,121.60057437247622,-6.416720136718145,1759-05-31,1769-08-31,120.3
-32.0119370525222,124.29715729274167,-19.95888892615411,1759-06-30,1769-09-30,148.8
-27.248989584403137,125.02212647483252,-20.236948523380224,1759-07-31,1769-10-31,158.2
-12.625998647246023,124.2013819606977,-11.35191953388324,1759-08-31,1769-11-30,148.1
6.111780992679384,126.66859841130042,-15.514637996624984,1759-09-30,1769-12-31,112.0
4.53711565250738,127.99460988067806,-23.18727735935605,1759-10-31,1770-01-31,104.0
9.823884499714419,123.66096254488177,-0.0813752600883908,1759-11-30,1770-02-28,142.5
4.988188760953442,127.51573551500277,-19.049435397375838,1759-12-31,1770-03-31,80.1
14.85654076102858,126.34195781598382,-14.509337382993435,1760-01-31,1770-04-30,51.0
20.63500628195921,124.23363989184705,-2.917429588984784,1760-02-29,1770-05-31,70.1
24.689529344194362,124.50826994588579,-3.5818229984960137,1760-03-31,1770-06-30,83.3
23.591851733670428,120.99470419062921,11.941500799027441,1760-04-30,1770-07-31,109.8
26.60261224705432,123.28688453806241,1.1883329328183077,1760-05-31,1770-08-31,126.3
22.87500355244133,126.3483458717519,-10.730757602201528,1760-06-30,1770-09-30,104.4
27.7585659619288,124.94130993324544,-3.6130561347863304,1760-07-31,1770-10-31,103.6
38.00663071304789,121.89749697752492,11.967369790805234,1760-08-31,1770-11-30,132.2
44.063751099595514,121.46505104750862,18.363425103436644,1760-09-30,1770-12-31,102.3
25.905546005769423,123.59783060851831,1.3201212277686778,1760-10-31,1771-01-31,36.0
24.495957516976468,117.76455187460553,23.921187912365845,1760-11-30,1771-02-28,46.2
22.962682734007895,122.28006866714863,6.0193998908658655,1760-12-31,1771-03-31,46.7
35.49042208791377,121.32359941447596,10.889874929603899,1761-01-31,1771-04-30,64.9
45.438751749626704,121.84000042659325,9.848162552560666,1761-02-28,1771-05-31,152.7
54.606565523292225,123.0859635808438,8.227303269724208,1761-03-31,1771-06-30,119.5
56.73875153436667,120.31383154005894,18.984513673198435,1761-04-30,1771-07-31,67.7
79.89123727207607,127.41437311597205,-1.5415079349661922,1761-05-31,1771-08-31,58.5
90.22080087343136,130.28952295539767,-11.233179028083718,1761-06-30,1771-09-30,101.4
108.93264445474372,132.08906393197014,-10.89603298381455,1761-07-31,1771-10-31,90.0
120.25325214052397,131.27941719379496,-0.9024947736674139,1761-08-31,1771-11-30,99.7
124.42243878438919,127.980030013393,12.790596744450527,1761-09-30,1771-12-31,95.7
120.5989540283853,133.76158026026033,-12.767302609139685,1761-10-31,1772-01-31,100.9
126.43351023442757,134.22936969908758,-12.315197021333725,1761-11-30,1772-02-29,90.8
104.14657374643309,128.52445125862255,6.359830091151037,1761-12-31,1772-03-31,31.1
86.29549286850087,121.4546160245883,27.79578464288341,1762-01-31,1772-04-30,92.2
81.41624541704296,121.16902983974907,27.873391311932032,1762-02-28,1772-05-31,38.0
65.43410187119639,116.67570418366496,41.93707516828022,1762-03-31,1772-06-30,57.0
48.560008021584004,116.90431150388372,32.8281942643012,1762-04-30,1772-07-31,77.3
39.90904665998973,111.75737721035806,54.274293128812054,1762-05-31,1772-08-31,56.2
33.94288301558456,114.95449564841813,34.91335087242249,1762-06-30,1772-09-30,50.5
28.10745859772754,111.5568727230524,49.08024624182704,1762-07-31,1772-10-31,78.6
38.754847344692635,108.97556938411616,62.70885481189862,1762-08-31,1772-11-30,61.3
37.32515586573696,109.55074733768194,58.393143711556604,1762-09-30,1772-12-31,64.0
40.88397635504506,115.13479166646658,35.27226562889826,1762-10-31,1773-01-31,54.6
49.505084025613485,117.91862284640425,27.106411185573524,1762-11-30,1773-02-28,29.0
51.11346026115569,118.23490922846383,23.902668777909856,1762-12-31,1773-03-31,51.2
47.50062665719355,114.09331018438506,36.085745562983995,1763-01-31,1773-04-30,32.9
50.76288462015833,110.71344476497293,56.765752922301935,1763-02-28,1773-05-31,41.1
26.95541393650279,106.54458115683266,64.30769660550978,1763-03-31,1773-06-30,28.4
