x1,x2,x3,dates,target_dates,target_sunspots
12.541947028572055,-126.97893803094645,53.919107378916515,1973-07-31,1984-01-31,
-1.707061056412589,-123.77572443995706,35.15534904794783,1973-08-31,1984-02-29,
-0.279991473498394,-122.18306521008638,26.098937358075606,1973-09-30,1984-03-31,
-7.668235968080721,-121.1465211566493,19.589843203959923,1973-10-31,1984-04-30,
-21.711514998035,-124.79504768761278,29.41280897867035,1973-11-30,1984-05-31,
-28.857833729011073,-126.41005925687067,35.952011968675045,1973-12-31,1984-06-30,
-37.080292690010296,-127.10219689241067,29.882318804747232,1974-01-31,1984-07-31,
-33.425773148116335,-127.68106103619235,35.934501428356846,1974-02-28,1984-08-31,
-40.08415066537483,-124.98348845289084,22.721638480638006,1974-03-31,1984-09-30,
-44.01626964791156,-125.09371350584351,19.54130942728348,1974-04-30,1984-10-31,
-42.14897962226635,-123.32150142129298,12.662545432479716,1974-05-31,1984-11-30,
-37.456427265284375,-121.8221760256721,8.21009478626836,1974-06-30,1984-12-31,
-29.63872406588427,-123.10822046221026,12.88997861264694,1974-07-31,1985-01-31,
-29.163258093207542,-119.98533361853987,0.9143516061314441,1974-08-31,1985-02-28,
-18.904394198802184,-116.67882204888241,-7.998230136099223,1974-09-30,1985-03-31,
-20.042387130666548,-115.56449405189959,-14.743719495674046,1974-10-31,1985-04-30,
-30.62539305287189,-116.60783974922977,-15.384156618700114,1974-11-30,1985-05-31,
-37.0978886145366,-121.3590127512206,2.8923751725076183,1974-12-31,1985-06-30,
-47.5121506151206,-120.88660428892,-5.3878474949602735,1975-01-31,1985-07-31,
-61.73555626163377,-127.1906329988921,15.527605406825042,1975-02-28,1985-08-31,
-72.34779842584503,-127.66512120507174,14.348678251881019,1975-03-31,1985-09-30,
-81.06460448484735,-128.4974842158282,17.39528277215369,1975-04-30,1985-10-31,
-95.99589904003996,-131.24675293593958,21.625237286495548,1975-05-31,1985-11-30,
-102.5158658313364,-132.6071458731391,24.11494891082489,1975-06-30,1985-12-31,
-97.51785485291822,-128.36649715430738,7.1808938103693425,1975-07-31,1986-01-31,
-93.10946258739152,-126.20265876190298,-2.959176447688868,1975-08-31,1986-02-28,
-86.1818620221401,-127.21610003552574,6.963689074163478,1975-09-30,1986-03-31,
-93.39223894488012,-124.88895752177339,-6.288766214839769,1975-10-31,1986-04-30,
-99.7071834272168,-120.95687179041879,-25.917300372655415,1975-11-30,1986-05-31,
-102.38767365134599,-121.95634801317117,-22.372214451417346,1975-12-31,1986-06-30,
-104.66414334853305,-123.60522665212217,-19.62801626420473,1976-01-31,1986-07-31,
-117.29874618095756,-124.95150822167062,-18.636490812828566,1976-02-29,1986-08-31,
-121.3111028515113,-124.85731504373344,-22.077699437370928,1976-03-31,1986-09-30,
-115.97669413091558,-127.58257814348322,-8.563191630902324,1976-04-30,1986-10-31,
-115.22670269943653,-124.97215771168783,-18.714261336570505,1976-05-31,1986-11-30,
-118.51758217074332,-124.5259590481135,-21.86559841227679,1976-06-30,1986-12-31,
-116.21919134553471,-124.82739435470071,-16.442086920315603,1976-07-31,1987-01-31,
-114.73188897983036,-122.82500758990106,-25.512385218290763,1976-08-31,1987-02-28,
-116.17084619879904,-128.08681046826302,-5.674890208915517,1976-09-30,1987-03-31,
-116.99195020927142,-123.72674530841516,-24.112795949756713,1976-10-31,1987-04-30,
-124.59222904970531,-121.62648249159611,-36.10661509675502,1976-11-30,1987-05-31,
-127.40984016568106,-120.76518270770389,-41.887183151160805,1976-12-31,1987-06-30,
-125.68524467817598,-121.88797097238391,-41.06462902045634,1977-01-31,1987-07-31,
-119.86052440780985,-119.65222400641478,-49.350915831819506,1977-02-28,1987-08-31,
-118.81394563278222,-119.64635662223625,-47.53628241097994,1977-03-31,1987-09-30,
-120.4906774872825,-122.12728496749476,-38.67781407584778,1977-04-30,1987-10-31,
-121.79073078798962,-122.16585687047282,-39.35530048290979,1977-05-31,1987-11-30,
-107.83594356903978,-119.45282702165925,-46.547453224523984,1977-06-30,1987-12-31,
